path	bytes	subsystem	artifact_kind	responsibility	key_symbols_or_surface	expected_depth	actual_depth	status	inspector	evidence_refs	issue_ids	limitations_or_exclusion_reason
frontend\src\services\timeFormat.js	5521	frontend	frontend-state-integration	frontend state/API/integration behavior	timeFormat	B	B	partial	Codex/current catalog sweep	endpoint/frontend inventories		Structural/contract inspection; not whole-file logic proof
frontend\src\stores\authStore.ts	8411	frontend	frontend-state-integration	frontend state/API/integration behavior	authStore	A	A	complete	Codex + independent verifier	specialist-06/07/08/09; issue register	SEC-009	Static deep trace; runtime limitations recorded in issue/evidence
frontend\src\stores\bingeStore.ts	2804	frontend	frontend-state-integration	frontend state/API/integration behavior	bingeStore	B	B	partial	Codex/current catalog sweep	endpoint/frontend inventories		Structural/contract inspection; not whole-file logic proof
frontend\src\stores\index.ts	114	frontend	frontend-state-integration	frontend state/API/integration behavior	index	B	B	partial	Codex/current catalog sweep	endpoint/frontend inventories		Structural/contract inspection; not whole-file logic proof
frontend\src\styles\admin-system.css	6619	frontend	style	visual/accessibility presentation	admin-system	C	C	census	Codex census	final-file-coverage census		Classified only; behavioral content not deeply inspected
frontend\src\test\__mocks__\pwa-register-react.js	302	frontend	frontend-test	frontend regression evidence	pwa-register-react	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\test\AdminBlockedDates.test.jsx	3728	frontend	frontend-test	frontend regression evidence	AdminBlockedDates.test	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\test\AdminBookings.test.jsx	6304	frontend	frontend-test	frontend regression evidence	AdminBookings.test	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\test\AdminDashboard.test.jsx	4135	frontend	frontend-test	frontend regression evidence	AdminDashboard.test	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\test\AdminEventTypes.test.jsx	4558	frontend	frontend-test	frontend regression evidence	AdminEventTypes.test	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\test\AdminEventTypesComprehensive.test.jsx	11008	frontend	frontend-test	frontend regression evidence	AdminEventTypesComprehensive.test	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\test\AdminLogin.test.jsx	3009	frontend	frontend-test	frontend regression evidence	AdminLogin.test	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\test\AdminReports.test.jsx	2451	frontend	frontend-test	frontend regression evidence	AdminReports.test	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\test\AdminUsersConfig.test.jsx	23278	frontend	frontend-test	frontend regression evidence	AdminUsersConfig.test	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\test\api.test.js	6049	frontend	frontend-test	frontend regression evidence	api.test	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\test\authStore.test.js	2059	frontend	frontend-test	frontend regression evidence	authStore.test	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\test\BingeManagement.test.jsx	5317	frontend	frontend-test	frontend regression evidence	BingeManagement.test	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\test\BingeSelector.test.jsx	3670	frontend	frontend-test	frontend regression evidence	BingeSelector.test	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\test\BingeSelectorNearby.test.jsx	8528	frontend	frontend-test	frontend regression evidence	BingeSelectorNearby.test	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\test\bingeStore.test.js	3940	frontend	frontend-test	frontend regression evidence	bingeStore.test	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\test\BookingConfirmation.test.jsx	6225	frontend	frontend-test	frontend regression evidence	BookingConfirmation.test	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\test\Button.test.jsx	1313	frontend	frontend-test	frontend regression evidence	Button.test	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\test\Card.test.jsx	1949	frontend	frontend-test	frontend regression evidence	Card.test	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\test\ConfirmDialog.test.jsx	2927	frontend	frontend-test	frontend regression evidence	ConfirmDialog.test	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\test\contexts.test.jsx	2002	frontend	frontend-test	frontend regression evidence	contexts.test	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\test\customerExperience.test.js	7045	frontend	frontend-test	frontend regression evidence	customerExperience.test	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\test\CustomerPages.test.jsx	7594	frontend	frontend-test	frontend regression evidence	CustomerPages.test	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\test\DashboardComprehensive.test.jsx	16457	frontend	frontend-test	frontend regression evidence	DashboardComprehensive.test	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\test\endpoints.test.js	13864	frontend	frontend-test	frontend regression evidence	endpoints.test	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\test\ErrorBoundary.test.jsx	1516	frontend	frontend-test	frontend regression evidence	ErrorBoundary.test	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\test\FormField.test.jsx	2904	frontend	frontend-test	frontend regression evidence	FormField.test	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\test\geo.test.js	1652	frontend	frontend-test	frontend regression evidence	geo.test	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\test\integration.test.jsx	9477	frontend	frontend-test	frontend regression evidence	integration.test	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\test\LazyImage.test.jsx	1278	frontend	frontend-test	frontend regression evidence	LazyImage.test	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\test\Login.test.jsx	4030	frontend	frontend-test	frontend regression evidence	Login.test	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\test\Modal.test.jsx	1806	frontend	frontend-test	frontend regression evidence	Modal.test	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\test\MyBookingsBalanceDue.test.jsx	2668	frontend	frontend-test	frontend regression evidence	MyBookingsBalanceDue.test	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\test\Navbar.test.jsx	7808	frontend	frontend-test	frontend regression evidence	Navbar.test	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\test\PageHeader.test.jsx	1198	frontend	frontend-test	frontend regression evidence	PageHeader.test	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\test\Pagination.test.jsx	3336	frontend	frontend-test	frontend regression evidence	Pagination.test	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\test\PaymentPageBalanceDue.test.jsx	3191	frontend	frontend-test	frontend regression evidence	PaymentPageBalanceDue.test	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\test\Register.test.jsx	2722	frontend	frontend-test	frontend regression evidence	Register.test	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\test\SEO.test.jsx	1261	frontend	frontend-test	frontend regression evidence	SEO.test	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\test\setup.js	1531	frontend	frontend-test	frontend regression evidence	setup	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
frontend\src\test\Skeleton.test.jsx	2612	frontend	frontend-test	frontend regression evidence	Skeleton.test	B	B	partial	Prior audit + Codex census	final-file-coverage census		Structural or targeted inspection; no claim of exhaustive behavior
